,Ogrid,Name,Well Count,Inactive Wells,5.9 Compliance,Property,Well Name,Lease Type,ULSTR,OCD Unit Letter,API,Well Type,Last Prod/Inj,Inactive Additional Bond Due,Bonding Depth,Required Bond Amount,Bond Required Now,Covered By Blanket TA Bond,Bond In Place,In Violation
125,371710,"ADVANCED WIRELESS COMMUNICATIONS, L.L.C.",166.0,6.0,No,328208.0,MCDANIEL COM #001,P,E-22-24N-01W,E,30-039-05392,G,04/2020,05/2022,3070.0,31140.0,,,0.0,
126,371710,"ADVANCED WIRELESS COMMUNICATIONS, L.L.C.",166.0,6.0,No,320664.0,MIMS STATE COM #002,S,C-16-29N-09W,C,30-045-20587,G,06/2020,07/2022,6790.0,38580.0,,,0.0,
127,371710,"ADVANCED WIRELESS COMMUNICATIONS, L.L.C.",166.0,6.0,No,328211.0,MISSY #001Y,P,E-35-25N-03W,E,30-039-24094,O,06/2020,07/2022,8330.0,41660.0,,,0.0,
128,371710,"ADVANCED WIRELESS COMMUNICATIONS, L.L.C.",166.0,6.0,No,,MISSY #003,P,N-35-25N-03W,N,30-039-24373,O,04/2020,05/2022,8030.0,41060.0,,,0.0,
129,371710,"ADVANCED WIRELESS COMMUNICATIONS, L.L.C.",166.0,6.0,No,328231.0,MYERS #001,P,D-35-25N-03W,D,30-039-21794,G,06/2020,07/2022,6006.0,37012.0,,,0.0,
130,371710,"ADVANCED WIRELESS COMMUNICATIONS, L.L.C.",166.0,6.0,No,323037.0,OREO #001,S,K-32-29N-13W,K,30-045-32847,G,06/2020,07/2022,1805.0,28610.0,,,0.0,
131,371710,"ADVANCED WIRELESS COMMUNICATIONS, L.L.C.",166.0,6.0,No,323038.0,REYA #001S,P,D-20-30N-13W,D,30-045-32846,G,06/2020,07/2022,1505.0,28010.0,,,0.0,
132,371710,"ADVANCED WIRELESS COMMUNICATIONS, L.L.C.",166.0,6.0,No,327110.0,ROPCO FEE FC 7 #001,P,3-07-29N-12W,L,30-045-28818,G,06/2020,07/2022,1600.0,28200.0,,,0.0,
133,371710,"ADVANCED WIRELESS COMMUNICATIONS, L.L.C.",166.0,6.0,No,327111.0,RUBY #001,P,L-03-29N-13W,L,30-045-33266,G,06/2020,07/2022,1376.0,27752.0,,,0.0,
134,371710,"ADVANCED WIRELESS COMMUNICATIONS, L.L.C.",166.0,6.0,No,,RUBY #002,P,P-03-29N-13W,P,30-045-34986,G,03/2020,04/2022,1405.0,27810.0,,,0.0,
135,371710,"ADVANCED WIRELESS COMMUNICATIONS, L.L.C.",166.0,6.0,No,327112.0,SADIE #001,P,P-08-30N-11W,P,30-045-33255,G,06/2020,07/2022,2130.0,29260.0,,,0.0,
136,371710,"ADVANCED WIRELESS COMMUNICATIONS, L.L.C.",166.0,6.0,No,,SADIE #002,P,M-08-30N-11W,M,30-045-33299,G,06/2020,07/2022,2142.0,29284.0,,,0.0,
137,371710,"ADVANCED WIRELESS COMMUNICATIONS, L.L.C.",166.0,6.0,No,328232.0,SCHMITZ FEDERAL 34 COM #003,P,J-34-24N-01W,J,30-039-24331,O,06/2020,07/2022,7850.0,40700.0,,,0.0,
138,371710,"ADVANCED WIRELESS COMMUNICATIONS, L.L.C.",166.0,6.0,No,328233.0,SHEILA HIXON #001,P,K-26-25N-03W,K,30-039-24165,O,04/2020,05/2022,8206.0,41412.0,,,0.0,
139,371710,"ADVANCED WIRELESS COMMUNICATIONS, L.L.C.",166.0,6.0,No,317134.0,STATE #001R,S,1-02-26N-13W,A,30-045-30525,G,11/2019,12/2021,1420.0,27840.0,,,0.0,
140,371710,"ADVANCED WIRELESS COMMUNICATIONS, L.L.C.",166.0,6.0,No,,STATE #001S,S,J-02-26N-13W,J,30-045-31916,G,06/2020,07/2022,1360.0,27720.0,,,0.0,
141,371710,"ADVANCED WIRELESS COMMUNICATIONS, L.L.C.",166.0,6.0,No,,STATE #002R,S,P-02-26N-13W,P,30-045-29398,G,06/2020,07/2022,1340.0,27680.0,,,0.0,
142,371710,"ADVANCED WIRELESS COMMUNICATIONS, L.L.C.",166.0,6.0,No,327113.0,THIRLAWAY #001,S,G-36-24N-07W,G,30-039-24180,O,04/2020,05/2022,5600.0,36200.0,,,0.0,
143,371710,"ADVANCED WIRELESS COMMUNICATIONS, L.L.C.",166.0,6.0,No,328222.0,TRIX #001,P,2-05-26N-02W,B,30-039-22475,G,06/2020,07/2022,6118.0,37236.0,,,0.0,
144,371710,"ADVANCED WIRELESS COMMUNICATIONS, L.L.C.",166.0,6.0,No,328234.0,WISHING WELL 35 #007,P,G-35-24N-01W,G,30-039-24191,O,06/2020,07/2022,7850.0,40700.0,,,0.0,
145,184357,AGHORN OPERATING INC,1.0,1.0,No,322829.0,MCMILLAN #001,P,C-34-14S-38E,C,30-025-31226,O,09/2018,10/2020,11900.0,48800.0,,,0.0,
146,247130,"AGUA MOSS, LLC",2.0,0.0,Yes,303420.0,PRETTY LADY 30 11 34 #001,P,J-34-30N-11W,J,30-045-30922,S,08/2020,09/2022,7875.0,40750.0,,,40750.0,
147,247130,"AGUA MOSS, LLC",2.0,0.0,Yes,310033.0,SUNCO DISPOSAL #001,P,E-02-29N-12W,E,30-045-28653,S,07/2020,08/2022,4760.0,34520.0,,,44280.0,
148,295752,"ALTA MESA SERVICES, LP",1.0,0.0,Yes,39708.0,LATIGO RANCH #033F,P,G05-33-11N-23,F,30-019-20141,G,,,17490.0,59980.0,,,0.0,
149,372224,"AMEREDEV OPERATING, LLC",109.0,0.0,Yes,320055.0,AMEN CORNER 26 36 27 STATE COM #091H,S,M-22-26S-36E,M,30-025-44943,O,,,19063.0,63126.0,,,0.0,
150,372224,"AMEREDEV OPERATING, LLC",109.0,0.0,Yes,,AMEN CORNER 26 36 27 STATE COM #105H,S,B-27-26S-36E,B,30-025-44809,O,,,18927.0,62854.0,,,0.0,
151,372224,"AMEREDEV OPERATING, LLC",109.0,0.0,Yes,,AMEN CORNER 26 36 27 STATE COM #111H,S,M-22-26S-36E,M,30-025-44202,O,,,19700.0,64400.0,,,0.0,
152,372224,"AMEREDEV OPERATING, LLC",109.0,0.0,Yes,,AMEN CORNER 26 36 27 STATE COM #115H,S,B-27-26S-36E,B,30-025-44651,O,,,19794.0,64588.0,,,0.0,
153,372224,"AMEREDEV OPERATING, LLC",109.0,0.0,Yes,,AMEN CORNER 26 36 27 STATE COM #121H,S,M-22-26S-36E,M,30-025-44942,O,,,19580.0,64160.0,,,0.0,
154,372224,"AMEREDEV OPERATING, LLC",109.0,0.0,Yes,,AMEN CORNER 26 36 27 STATE COM #125H,S,B-27-26S-36E,B,30-025-44652,O,,,20094.0,65188.0,,,0.0,
155,372224,"AMEREDEV OPERATING, LLC",109.0,0.0,Yes,319731.0,AZALEA 26 36 28 STATE #111H,S,D-28-26S-36E,D,30-025-44104,O,12/2019,01/2022,11966.0,48932.0,,,0.0,
156,372224,"AMEREDEV OPERATING, LLC",109.0,0.0,Yes,,AZALEA 26 36 28 STATE #121,S,D-28-26S-36E,D,30-025-44105,O,,,994.0,26988.0,,,0.0,
157,372224,"AMEREDEV OPERATING, LLC",109.0,0.0,Yes,,AZALEA 26 36 28 STATE #121Y,S,D-28-26S-36E,D,30-025-44229,O,07/2020,08/2022,12434.0,49868.0,,,0.0,
158,372224,"AMEREDEV OPERATING, LLC",109.0,0.0,Yes,320825.0,CAMELLIA 26 36 16 STATE COM #101H,S,M-16-26S-36E,M,30-025-44527,O,,,16928.0,58856.0,,,0.0,
159,372224,"AMEREDEV OPERATING, LLC",109.0,0.0,Yes,320645.0,MAGNOLIA 26 36 22 STATE COM #101H,S,M-22-26S-36E,M,30-025-44472,O,,,21555.0,68110.0,,,0.0,
160,372224,"AMEREDEV OPERATING, LLC",109.0,0.0,Yes,,MAGNOLIA 26 36 22 STATE COM #105H,S,B-27-26S-36E,B,30-025-44653,O,,,21430.0,67860.0,,,0.0,
161,372224,"AMEREDEV OPERATING, LLC",109.0,0.0,Yes,,MAGNOLIA 26 36 22 STATE COM #111H,S,M-22-26S-36E,M,30-025-44439,O,,,21804.0,68608.0,,,0.0,
162,372224,"AMEREDEV OPERATING, LLC",109.0,0.0,Yes,,MAGNOLIA 26 36 22 STATE COM #115H,S,B-27-26S-36E,B,30-025-44654,O,,,21720.0,68440.0,,,0.0,
163,372224,"AMEREDEV OPERATING, LLC",109.0,0.0,Yes,,MAGNOLIA 26 36 22 STATE COM #121H,S,M-22-26S-36E,M,30-025-44944,O,,,21555.0,68110.0,,,0.0,
164,372224,"AMEREDEV OPERATING, LLC",109.0,0.0,Yes,,MAGNOLIA 26 36 22 STATE COM #125H,S,O-22-26S-36E,O,30-025-44810,O,07/2020,08/2022,11449.0,47898.0,,,0.0,
165,372224,"AMEREDEV OPERATING, LLC",109.0,0.0,Yes,320762.0,RED BUD 25 36 32 STATE COM #075H,S,O-32-25S-36E,O,30-025-47422,O,,,19518.0,64036.0,,,0.0,
166,372224,"AMEREDEV OPERATING, LLC",109.0,0.0,Yes,,RED BUD 25 36 32 STATE COM #085H,S,O-32-25S-36E,O,30-025-47421,O,,,20321.0,65642.0,,,0.0,
167,372224,"AMEREDEV OPERATING, LLC",109.0,0.0,Yes,,RED BUD 25 36 32 STATE COM #095H,S,O-32-25S-36E,O,30-025-47401,O,,,21595.0,68190.0,,,0.0,
168,372224,"AMEREDEV OPERATING, LLC",109.0,0.0,Yes,,RED BUD 25 36 32 STATE COM #105H,S,O-32-25S-36E,O,30-025-44470,O,03/2020,04/2022,11249.0,47498.0,,,0.0,
169,372224,"AMEREDEV OPERATING, LLC",109.0,0.0,Yes,,RED BUD 25 36 32 STATE COM #106H,S,O-32-25S-36E,O,30-025-47391,O,,,21494.0,67988.0,,,0.0,
170,372224,"AMEREDEV OPERATING, LLC",109.0,0.0,Yes,,RED BUD 25 36 32 STATE COM #115H,S,O-32-25S-36E,O,30-025-44471,O,07/2020,08/2022,11411.0,47822.0,,,0.0,
171,372224,"AMEREDEV OPERATING, LLC",109.0,0.0,Yes,,RED BUD 25 36 32 STATE COM #116H,S,O-32-25S-36E,O,30-025-47389,O,,,21843.0,68686.0,,,0.0,
172,372224,"AMEREDEV OPERATING, LLC",109.0,0.0,Yes,,RED BUD 25 36 32 STATE COM #118H,S,A-05-26S-36E,A,30-025-47364,O,,,22630.0,70260.0,,,0.0,
173,372224,"AMEREDEV OPERATING, LLC",109.0,0.0,Yes,,RED BUD 25 36 32 STATE COM #125H,S,B-05-26S-36E,B,30-025-47379,O,,,22744.0,70488.0,,,0.0,
174,372224,"AMEREDEV OPERATING, LLC",109.0,0.0,Yes,,RED BUD 25 36 32 STATE COM #126H,S,O-32-25S-36E,O,30-025-47390,O,,,22025.0,69050.0,,,0.0,
175,372224,"AMEREDEV OPERATING, LLC",109.0,0.0,Yes,,RED BUD 25 36 32 STATE COM #128H,S,A-05-26S-36E,A,30-025-47380,O,,,23012.0,71024.0,,,0.0,
176,228051,AMERICO ENERGY RESOURCES LLC,20.0,4.0,No,300375.0,B C DICKINSON A 1 #001,P,L-01-15S-37E,L,30-025-05222,O,03/1998,04/2000,9510.0,44020.0,Y,,44020.0,
177,228051,AMERICO ENERGY RESOURCES LLC,20.0,4.0,No,300380.0,STATE T #005,S,K-02-15S-37E,K,30-025-05230,O,12/2019,01/2022,9250.0,43500.0,,,14250.0,
178,228051,AMERICO ENERGY RESOURCES LLC,20.0,4.0,No,,STATE T #006,S,F-02-15S-37E,F,30-025-05231,O,12/2018,01/2021,9550.0,44100.0,,,0.0,
179,228051,AMERICO ENERGY RESOURCES LLC,20.0,4.0,No,,STATE T #008,S,M-02-15S-37E,M,30-025-05233,O,04/2020,05/2022,9295.0,43590.0,,,0.0,
180,228051,AMERICO ENERGY RESOURCES LLC,20.0,4.0,No,316711.0,STILETTO 16 STATE #001,S,P-16-20S-25E,P,30-015-33671,G,06/2019,07/2021,9750.0,44500.0,,,0.0,
181,228051,AMERICO ENERGY RESOURCES LLC,20.0,4.0,No,,STILETTO 16 STATE #002,S,M-16-20S-25E,M,30-015-34150,G,06/2019,07/2021,9780.0,44560.0,,,0.0,
182,228051,AMERICO ENERGY RESOURCES LLC,20.0,4.0,No,,STILETTO 16 STATE #004,S,E-16-20S-25E,E,30-015-34812,G,06/2019,07/2021,9679.0,44358.0,,,0.0,
183,228051,AMERICO ENERGY RESOURCES LLC,20.0,4.0,No,,STILETTO 16 STATE #005H,S,A-16-20S-25E,A,30-015-37716,O,04/2020,05/2022,2502.0,30004.0,,,0.0,
184,228051,AMERICO ENERGY RESOURCES LLC,20.0,4.0,No,,STILETTO 16 STATE #006H,S,B-16-20S-25E,B,30-015-38956,O,04/2020,05/2022,7017.0,39034.0,,,0.0,
185,228051,AMERICO ENERGY RESOURCES LLC,20.0,4.0,No,,STILETTO 16 STATE #007H,S,C-16-20S-25E,C,30-015-40194,O,04/2020,05/2022,7252.0,39504.0,,,0.0,
186,228051,AMERICO ENERGY RESOURCES LLC,20.0,4.0,No,,STILETTO 16 STATE #008H,S,D-16-20S-25E,D,30-015-42661,O,04/2020,05/2022,7186.0,39372.0,,,0.0,
187,228051,AMERICO ENERGY RESOURCES LLC,20.0,4.0,No,,STILETTO 16 STATE #009H,S,D-16-20S-25E,D,30-015-42807,O,04/2020,05/2022,2853.0,30706.0,,,0.0,
188,228051,AMERICO ENERGY RESOURCES LLC,20.0,4.0,No,316712.0,STILETTO 21 FEDERAL COM #001,P,H-21-20S-25E,H,30-015-33096,G,10/2013,11/2015,9800.0,44600.0,Y,,44600.0,
189,785,AMTEX ENERGY INC,7.0,1.0,Yes,17334.0,LEA ED STATE NCT-A #001,S,M-16-19S-34E,M,30-025-02387,O,11/2005,12/2007,13521.0,52042.0,Y,,52042.0,
190,785,AMTEX ENERGY INC,7.0,1.0,Yes,1226.0,RECORD #002,P,G-35-19S-35E,G,30-025-03307,O,07/2020,08/2022,14100.0,53200.0,,,0.0,
191,785,AMTEX ENERGY INC,7.0,1.0,Yes,,RECORD #005,P,E-26-19S-35E,E,30-025-24949,O,07/2020,08/2022,10854.0,46708.0,,,0.0,
192,785,AMTEX ENERGY INC,7.0,1.0,Yes,19383.0,TEAPOT #001,S,J-34-18S-34E,J,30-025-25955,O,07/2020,08/2022,13650.0,52300.0,,,0.0,
193,785,AMTEX ENERGY INC,7.0,1.0,Yes,,TEAPOT #002H,S,B-34-18S-34E,B,30-025-39910,O,07/2020,08/2022,9877.0,44754.0,,,0.0,
194,873,APACHE CORPORATION,2973.0,7.0,Yes,26464.0,A B BAKER #003,P,I-10-22S-37E,I,30-025-10157,G,07/2020,08/2022,6496.0,37992.0,,,0.0,
195,873,APACHE CORPORATION,2973.0,7.0,Yes,,A B BAKER #004,P,P-10-22S-37E,P,30-025-10158,G,07/2020,08/2022,6475.0,37950.0,,,0.0,
196,873,APACHE CORPORATION,2973.0,7.0,Yes,,A B BAKER #005,P,P-10-22S-37E,P,30-025-33528,O,07/2020,08/2022,7400.0,39800.0,,,0.0,
197,873,APACHE CORPORATION,2973.0,7.0,Yes,,A B BAKER #006,P,I-10-22S-37E,I,30-025-33794,G,04/2020,05/2022,7220.0,39440.0,,,0.0,
198,873,APACHE CORPORATION,2973.0,7.0,Yes,,A B BAKER #007,P,P-10-22S-37E,P,30-025-35134,O,07/2020,08/2022,4305.0,33610.0,,,0.0,
199,873,APACHE CORPORATION,2973.0,7.0,Yes,,A B BAKER #008,P,I-10-22S-37E,I,30-025-35135,O,07/2020,08/2022,4296.0,33592.0,,,0.0,
200,873,APACHE CORPORATION,2973.0,7.0,Yes,,A B BAKER #011,P,P-10-22S-37E,P,30-025-39604,O,07/2020,08/2022,4427.0,33854.0,,,0.0,
201,873,APACHE CORPORATION,2973.0,7.0,Yes,308701.0,A STATE #001,S,D-34-17S-28E,D,30-015-34394,O,07/2020,08/2022,4270.0,33540.0,,,0.0,
202,873,APACHE CORPORATION,2973.0,7.0,Yes,,A STATE #002,S,D-34-17S-28E,D,30-015-34396,O,07/2020,08/2022,4194.0,33388.0,,,0.0,
203,873,APACHE CORPORATION,2973.0,7.0,Yes,,A STATE #040,S,I-26-17S-28E,I,30-015-38545,O,07/2020,08/2022,5702.0,36404.0,,,0.0,
204,873,APACHE CORPORATION,2973.0,7.0,Yes,,A STATE #042,S,K-26-17S-28E,K,30-015-38578,O,07/2020,08/2022,5700.0,36400.0,,,0.0,
205,873,APACHE CORPORATION,2973.0,7.0,Yes,,A STATE #043,S,E-26-17S-28E,E,30-015-38546,O,07/2020,08/2022,5700.0,36400.0,,,0.0,
206,873,APACHE CORPORATION,2973.0,7.0,Yes,,A STATE #044,S,C-26-17S-28E,C,30-015-38547,O,07/2020,08/2022,5718.0,36436.0,,,0.0,
207,873,APACHE CORPORATION,2973.0,7.0,Yes,,A STATE #045,S,E-26-17S-28E,E,30-015-41147,O,07/2020,08/2022,5700.0,36400.0,,,0.0,
208,873,APACHE CORPORATION,2973.0,7.0,Yes,,A STATE #046,S,D-26-17S-28E,D,30-015-38579,O,07/2020,08/2022,5700.0,36400.0,,,0.0,
209,873,APACHE CORPORATION,2973.0,7.0,Yes,,A STATE #048,S,A-25-17S-28E,A,30-015-38549,O,07/2020,08/2022,5700.0,36400.0,,,0.0,
210,873,APACHE CORPORATION,2973.0,7.0,Yes,,A STATE #049,S,A-25-17S-28E,A,30-015-38963,O,07/2020,08/2022,5700.0,36400.0,,,0.0,
211,873,APACHE CORPORATION,2973.0,7.0,Yes,,A STATE #050,S,C-26-17S-28E,C,30-015-41189,O,07/2020,08/2022,5705.0,36410.0,,,0.0,
212,873,APACHE CORPORATION,2973.0,7.0,Yes,,A STATE #051,S,F-26-17S-28E,F,30-015-38582,O,07/2020,08/2022,5428.0,35856.0,,,0.0,
213,873,APACHE CORPORATION,2973.0,7.0,Yes,,A STATE #054,S,J-26-17S-28E,J,30-015-38584,O,06/2020,07/2022,5705.0,36410.0,,,0.0,
214,873,APACHE CORPORATION,2973.0,7.0,Yes,,A STATE #055,S,E-26-17S-28E,E,30-015-41188,O,07/2020,08/2022,5704.0,36408.0,,,0.0,
215,873,APACHE CORPORATION,2973.0,7.0,Yes,,A STATE #056,S,E-26-17S-28E,E,30-015-38965,O,07/2020,08/2022,5700.0,36400.0,,,0.0,
216,873,APACHE CORPORATION,2973.0,7.0,Yes,,A STATE #059,S,E-25-17S-28E,E,30-015-38967,O,07/2020,08/2022,5698.0,36396.0,,,0.0,
217,873,APACHE CORPORATION,2973.0,7.0,Yes,,A STATE #060,S,I-26-17S-28E,I,30-015-38968,O,07/2020,08/2022,5565.0,36130.0,,,0.0,
218,873,APACHE CORPORATION,2973.0,7.0,Yes,,A STATE #061,S,D-26-17S-28E,D,30-015-40838,O,07/2020,08/2022,5701.0,36402.0,,,0.0,
219,873,APACHE CORPORATION,2973.0,7.0,Yes,,A STATE #062,S,C-26-17S-28E,C,30-015-41050,O,07/2020,08/2022,5809.0,36618.0,,,0.0,
220,873,APACHE CORPORATION,2973.0,7.0,Yes,,A STATE #063,S,D-26-17S-28E,D,30-015-41125,O,07/2020,08/2022,5915.0,36830.0,,,0.0,
221,873,APACHE CORPORATION,2973.0,7.0,Yes,,A STATE #064,S,D-26-17S-28E,D,30-015-41187,O,07/2020,08/2022,5690.0,36380.0,,,0.0,
222,873,APACHE CORPORATION,2973.0,7.0,Yes,,A STATE #065,S,C-26-17S-28E,C,30-015-41178,O,07/2020,08/2022,5913.0,36826.0,,,0.0,
223,873,APACHE CORPORATION,2973.0,7.0,Yes,,A STATE #066,S,F-26-17S-28E,F,30-015-41126,O,07/2020,08/2022,5695.0,36390.0,,,0.0,
224,873,APACHE CORPORATION,2973.0,7.0,Yes,,A STATE #067,S,F-26-17S-28E,F,30-015-41127,O,07/2020,08/2022,5915.0,36830.0,,,0.0,
225,873,APACHE CORPORATION,2973.0,7.0,Yes,,A STATE #068,S,F-26-17S-28E,F,30-015-41128,O,07/2020,08/2022,5906.0,36812.0,,,0.0,
226,873,APACHE CORPORATION,2973.0,7.0,Yes,,A STATE #073,S,E-26-17S-28E,E,30-015-41053,O,07/2020,08/2022,5920.0,36840.0,,,0.0,
227,873,APACHE CORPORATION,2973.0,7.0,Yes,,A STATE #074,S,E-25-17S-28E,E,30-015-41054,O,07/2020,08/2022,5907.0,36814.0,,,0.0,
228,873,APACHE CORPORATION,2973.0,7.0,Yes,,A STATE #075,S,K-26-17S-28E,K,30-015-41180,O,03/2020,04/2022,5900.0,36800.0,,,0.0,
229,873,APACHE CORPORATION,2973.0,7.0,Yes,,A STATE #076,S,K-26-17S-28E,K,30-015-41130,O,07/2020,08/2022,5905.0,36810.0,,,0.0,
230,873,APACHE CORPORATION,2973.0,7.0,Yes,,A STATE #077,S,K-26-17S-28E,K,30-015-41131,O,07/2020,08/2022,5900.0,36800.0,,,0.0,
231,873,APACHE CORPORATION,2973.0,7.0,Yes,,A STATE #078,S,J-26-17S-28E,J,30-015-41055,O,07/2020,08/2022,5900.0,36800.0,,,0.0,
232,873,APACHE CORPORATION,2973.0,7.0,Yes,,A STATE #079,S,J-26-17S-28E,J,30-015-41010,O,07/2020,08/2022,5902.0,36804.0,,,0.0,
233,873,APACHE CORPORATION,2973.0,7.0,Yes,,A STATE #080,S,J-26-17S-28E,J,30-015-41022,O,07/2020,08/2022,5919.0,36838.0,,,0.0,
234,873,APACHE CORPORATION,2973.0,7.0,Yes,,A STATE #081,S,I-26-17S-28E,I,30-015-41023,O,07/2020,08/2022,5685.0,36370.0,,,0.0,
235,873,APACHE CORPORATION,2973.0,7.0,Yes,,A STATE #082,S,I-26-17S-28E,I,30-015-41181,O,07/2020,08/2022,5900.0,36800.0,,,0.0,
236,873,APACHE CORPORATION,2973.0,7.0,Yes,308702.0,AA STATE #001,S,F-32-17S-28E,F,30-015-01657,O,07/2020,08/2022,6171.0,37342.0,,,0.0,
237,873,APACHE CORPORATION,2973.0,7.0,Yes,39734.0,AB STATE 647 #001,S,K-32-17S-28E,K,30-015-39927,O,07/2020,08/2022,5016.0,35032.0,,,0.0,
238,873,APACHE CORPORATION,2973.0,7.0,Yes,,AB STATE 647 #002,S,K-32-17S-28E,K,30-015-41500,O,07/2020,08/2022,4989.0,34978.0,,,0.0,
239,873,APACHE CORPORATION,2973.0,7.0,Yes,,AB STATE 647 #003,S,K-32-17S-28E,K,30-015-41501,O,07/2020,08/2022,5027.0,35054.0,,,0.0,
240,873,APACHE CORPORATION,2973.0,7.0,Yes,,AB STATE 647 #004,S,L-32-17S-28E,L,30-015-41505,O,07/2020,08/2022,5046.0,35092.0,,,0.0,
241,873,APACHE CORPORATION,2973.0,7.0,Yes,,AB STATE 647 #005,S,L-32-17S-28E,L,30-015-41502,O,07/2020,08/2022,5060.0,35120.0,,,0.0,
242,873,APACHE CORPORATION,2973.0,7.0,Yes,,AB STATE 647 #006,S,L-32-17S-28E,L,30-015-41503,O,07/2020,08/2022,5065.0,35130.0,,,0.0,
243,873,APACHE CORPORATION,2973.0,7.0,Yes,,AB STATE 647 #007,S,L-32-17S-28E,L,30-015-41491,O,07/2020,08/2022,4300.0,33600.0,,,0.0,
244,873,APACHE CORPORATION,2973.0,7.0,Yes,,AB STATE 647 #008,S,K-32-17S-28E,K,30-015-41492,O,07/2020,08/2022,4302.0,33604.0,,,0.0,
245,873,APACHE CORPORATION,2973.0,7.0,Yes,,AB STATE 647 #009,S,N-32-17S-28E,N,30-015-41493,O,07/2020,08/2022,5077.0,35154.0,,,0.0,
246,873,APACHE CORPORATION,2973.0,7.0,Yes,,AB STATE 647 #010,S,N-32-17S-28E,N,30-015-41494,O,07/2020,08/2022,5076.0,35152.0,,,0.0,
247,873,APACHE CORPORATION,2973.0,7.0,Yes,,AB STATE 647 #011,S,M-32-17S-28E,M,30-015-41495,O,07/2020,08/2022,5070.0,35140.0,,,0.0,
248,873,APACHE CORPORATION,2973.0,7.0,Yes,,AB STATE 647 #012,S,M-32-17S-28E,M,30-015-41496,O,07/2020,08/2022,5080.0,35160.0,,,0.0,
249,873,APACHE CORPORATION,2973.0,7.0,Yes,,AB STATE 647 #013,S,M-32-17S-28E,M,30-015-41497,O,07/2020,08/2022,5065.0,35130.0,,,0.0,
250,873,APACHE CORPORATION,2973.0,7.0,Yes,,AB STATE 647 #014,S,M-32-17S-28E,M,30-015-41498,O,07/2020,08/2022,4300.0,33600.0,,,0.0,
251,873,APACHE CORPORATION,2973.0,7.0,Yes,,AB STATE 647 #015,S,N-32-17S-28E,N,30-015-41504,O,07/2020,08/2022,5063.0,35126.0,,,0.0,
252,873,APACHE CORPORATION,2973.0,7.0,Yes,,AB STATE 647 #016,S,N-32-17S-28E,N,30-015-41511,O,07/2020,08/2022,4297.0,33594.0,,,0.0,
253,873,APACHE CORPORATION,2973.0,7.0,Yes,302359.0,APACHE STATE O #005,S,H-30-19S-37E,H,30-025-26170,G,07/2020,08/2022,3570.0,32140.0,,,0.0,
254,873,APACHE CORPORATION,2973.0,7.0,Yes,35591.0,APACHE STATE Q #002,S,I-16-20S-37E,I,30-025-06117,G,07/2020,08/2022,3842.0,32684.0,,,0.0,
255,873,APACHE CORPORATION,2973.0,7.0,Yes,,APACHE STATE Q #003,S,O-16-20S-37E,O,30-025-06118,G,11/2015,12/2017,3875.0,32750.0,Y,Y,0.0,
256,873,APACHE CORPORATION,2973.0,7.0,Yes,,APACHE STATE Q #007,S,J-16-20S-37E,J,30-025-34162,O,07/2020,08/2022,7800.0,40600.0,,,0.0,
257,873,APACHE CORPORATION,2973.0,7.0,Yes,,APACHE STATE Q #008,S,P-16-20S-37E,P,30-025-37267,O,07/2020,08/2022,7465.0,39930.0,,,0.0,
258,873,APACHE CORPORATION,2973.0,7.0,Yes,,APACHE STATE Q #009,S,I-16-20S-37E,I,30-025-39906,O,07/2020,08/2022,7722.0,40444.0,,,0.0,
259,873,APACHE CORPORATION,2973.0,7.0,Yes,38598.0,APACHE STATE SWD #001,S,B-36-17S-30E,B,30-015-38977,S,07/2020,08/2022,13500.0,52000.0,,,0.0,
260,873,APACHE CORPORATION,2973.0,7.0,Yes,,APACHE STATE SWD #003,S,2-30-17S-31E,E,30-015-38978,S,07/2020,08/2022,7900.0,40800.0,,,0.0,
261,873,APACHE CORPORATION,2973.0,7.0,Yes,23103.0,ARGO #006,P,K-15-21S-37E,K,30-025-06603,S,07/2020,08/2022,7991.0,40982.0,,,0.0,
262,873,APACHE CORPORATION,2973.0,7.0,Yes,,ARGO #007,P,L-15-21S-37E,L,30-025-09915,S,07/2020,08/2022,8193.0,41386.0,,,0.0,
263,873,APACHE CORPORATION,2973.0,7.0,Yes,,ARGO #008,P,N-15-21S-37E,N,30-025-06604,O,11/2019,12/2021,8002.0,41004.0,,,0.0,
264,873,APACHE CORPORATION,2973.0,7.0,Yes,,ARGO #011,P,K-15-21S-37E,K,30-025-06607,O,07/2020,08/2022,7891.0,40782.0,,,0.0,
265,873,APACHE CORPORATION,2973.0,7.0,Yes,,ARGO #012,P,M-15-21S-37E,M,30-025-06608,O,07/2020,08/2022,8035.0,41070.0,,,0.0,
266,873,APACHE CORPORATION,2973.0,7.0,Yes,,ARGO #013,P,M-15-21S-37E,M,30-025-39557,O,07/2020,08/2022,4409.0,33818.0,,,0.0,
267,873,APACHE CORPORATION,2973.0,7.0,Yes,,ARGO #014,P,K-15-21S-37E,K,30-025-39828,O,04/2020,05/2022,4403.0,33806.0,,,0.0,
268,873,APACHE CORPORATION,2973.0,7.0,Yes,,ARGO #015,P,N-15-21S-37E,N,30-025-39829,O,07/2020,08/2022,4408.0,33816.0,,,0.0,
269,873,APACHE CORPORATION,2973.0,7.0,Yes,23104.0,ARGO A #006,P,C-22-21S-37E,C,30-025-06738,O,03/2020,04/2022,7907.0,40814.0,,,0.0,
